violation_id,timestamp,location,violation_type,vehicle_type,severity
V04463,2025-09-29 17:51:39.681999,INT005,Unknown,,3
V04464,2025-08-30 21:57:39.681999,"40.7128,-74.0060",Speeding,Car,2
V04465,2025-10-15 18:29:39.681999,INT004,Illegal Parking,Bus,4
V04466,2025-09-19 02:56:39.681999,"48.8566,2.3522",Unknown,Bus,5
V04467,2025-09-26 23:37:39.681999,"51.5074,-0.1278",Speeding,Truck,1
V04468,2025-08-02 09:13:39.681999,INT003,Illegal Turn,Bus,4
V04469,2025-08-21 21:39:39.681999,INT002,Unknown,Truck,3
V04470,2025-09-18 11:22:39.681999,INT003,Illegal Parking,Motorcycle,4
V04471,2025-10-12 01:11:39.681999,INT002,Illegal Parking,Motorcycle,3
V04472,2025-08-10 19:35:39.681999,INT002,Unknown,Bus,5
V04473,2025-09-22 04:15:39.681999,"48.8566,2.3522",Illegal Turn,Motorcycle,5
V04474,2025-07-29 01:03:39.681999,INT004,Illegal Parking,Car,1
V04475,2025-09-13 17:38:39.681999,INT005,Illegal Parking,Car,4
V04476,2025-09-21 11:43:39.681999,INT004,Speeding,Bus,2
V04477,2025-08-03 00:24:39.681999,"51.5074,-0.1278",Illegal Parking,Bus,5
V04478,2025-10-13 20:08:39.681999,"48.8566,2.3522",Unknown,Bus,5
V04479,2025-08-02 05:36:39.681999,"40.7128,-74.0060",Red Light,Bus,2
V04480,2025-08-06 10:34:39.681999,"34.0522,-118.2437",Illegal Turn,Truck,1
V04481,2025-09-12 00:12:39.681999,"48.8566,2.3522",Illegal Parking,Motorcycle,5
V04482,2025-08-26 04:05:39.681999,"34.0522,-118.2437",Illegal Parking,,4
V04483,2025-09-14 09:25:39.681999,INT001,Illegal Turn,,3
V04484,2025-10-07 12:29:39.681999,INT002,Speeding,Car,3
V04485,2025-09-12 12:22:39.681999,"51.5074,-0.1278",Illegal Turn,Motorcycle,3
V04486,2025-10-16 12:21:39.681999,INT003,Illegal Turn,Motorcycle,5
V04487,2025-10-22 09:10:39.681999,INT002,Speeding,,2
V04488,2025-08-07 08:13:39.681999,INT002,Illegal Parking,Motorcycle,3
V04489,2025-08-02 18:16:39.681999,INT004,Red Light,Truck,3
V04490,2025-08-31 21:13:39.681999,"48.8566,2.3522",Speeding,Car,2
V04491,2025-09-09 16:06:39.681999,INT004,Illegal Turn,,5
V04492,2025-10-02 09:25:39.681999,INT001,Unknown,Car,5
V04493,2025-08-26 20:59:39.681999,INT005,Unknown,,4
V04494,2025-09-20 08:38:39.681999,INT001,Red Light,Truck,2
V04495,2025-10-21 15:08:39.681999,INT002,Red Light,,5
V04496,2025-09-01 07:47:39.681999,INT005,Red Light,Car,1
V04497,2025-10-01 08:23:39.681999,INT004,Illegal Turn,,1
V04498,2025-10-19 10:22:39.681999,INT003,Illegal Parking,,5
V04499,2025-08-28 04:53:39.681999,"34.0522,-118.2437",Red Light,Car,2
V04500,2025-09-20 13:12:39.681999,"51.5074,-0.1278",Speeding,Car,3
V04501,2025-10-22 13:35:39.681999,INT003,Speeding,Car,3
V04502,2025-08-29 19:51:39.681999,INT002,Illegal Parking,Car,4
V04503,2025-10-24 09:23:39.681999,INT003,Illegal Parking,Motorcycle,2
V04504,2025-08-01 00:21:39.681999,"40.7128,-74.0060",Unknown,Motorcycle,3
V04505,2025-10-09 04:06:39.681999,"51.5074,-0.1278",Unknown,Car,2
V04506,2025-09-23 01:59:39.681999,"34.0522,-118.2437",Illegal Turn,Bus,2
V04507,2025-09-15 07:56:39.681999,INT005,Speeding,Truck,1
V04508,2025-08-01 05:37:39.681999,INT001,Unknown,Truck,2
V04509,2025-08-23 01:27:39.681999,INT002,Unknown,Motorcycle,4
V04510,2025-08-26 09:27:39.681999,"34.0522,-118.2437",Unknown,Car,4
V04511,2025-10-18 14:31:39.681999,INT004,Red Light,Truck,2
V04512,2025-09-23 22:32:39.681999,"34.0522,-118.2437",Speeding,Car,4
V04513,2025-09-18 22:24:39.681999,INT003,Unknown,Car,3
V04514,2025-09-16 12:53:39.681999,"51.5074,-0.1278",Red Light,Bus,3
V04515,2025-10-13 16:25:39.681999,INT004,Illegal Turn,Truck,2
V04516,2025-08-02 05:21:39.681999,"40.7128,-74.0060",Speeding,,2
V04517,2025-09-30 11:37:39.681999,INT001,Illegal Turn,Bus,1
V04518,2025-09-20 13:22:39.681999,INT005,Illegal Parking,Bus,2
V04519,malformed,"34.0522,-118.2437",Unknown,Truck,2
V04520,2025-10-02 13:08:39.681999,INT001,Illegal Parking,Truck,5
V04521,2025-10-24 13:22:39.681999,"51.5074,-0.1278",Speeding,Motorcycle,3
V04522,2025-09-06 11:32:39.681999,"34.0522,-118.2437",Illegal Turn,Car,2
V04523,2025-09-07 05:09:39.681999,INT003,Unknown,Bus,1
V04524,2025-08-21 20:14:39.681999,"34.0522,-118.2437",Unknown,Motorcycle,1
V04525,2025-08-02 20:47:39.681999,"34.0522,-118.2437",Illegal Turn,Bus,1
V04526,2025-08-04 08:25:39.681999,INT002,Illegal Turn,,4
V04527,2025-08-26 01:24:39.681999,INT002,Red Light,Motorcycle,5
V04528,2025-08-12 21:53:39.681999,INT001,Illegal Turn,Truck,5
V04529,2025-09-20 17:58:39.681999,INT003,Illegal Parking,Motorcycle,4
V04530,2025-10-03 04:22:39.681999,"40.7128,-74.0060",Illegal Turn,Bus,2
V04531,2025-08-01 17:35:39.681999,INT005,Illegal Parking,Truck,2
V04532,2025-08-31 06:44:39.681999,INT004,Speeding,Motorcycle,5
V04533,2025-08-20 03:06:39.681999,"40.7128,-74.0060",Illegal Turn,Truck,3
V04534,malformed,"40.7128,-74.0060",Speeding,Bus,3
V04535,2025-08-12 23:34:39.681999,INT001,Illegal Turn,Truck,1
V04536,2025-09-01 17:03:39.681999,"40.7128,-74.0060",Red Light,,5
V04537,2025-07-29 20:17:39.681999,"40.7128,-74.0060",Red Light,Bus,3
V04538,2025-08-31 17:06:39.681999,INT002,Unknown,Truck,2
V04539,2025-10-19 04:36:39.681999,"48.8566,2.3522",Illegal Turn,Bus,4
V04540,2025-08-07 15:21:39.681999,"40.7128,-74.0060",Speeding,Motorcycle,4
V04541,2025-10-16 16:41:39.681999,INT003,Illegal Parking,,1
V04542,2025-08-23 10:58:39.681999,INT002,Unknown,Truck,2
V04543,2025-09-27 02:35:39.681999,INT002,Illegal Parking,Bus,3
V04544,2025-09-06 18:52:39.681999,INT002,Illegal Turn,Truck,4
V04545,2025-09-14 21:44:39.681999,INT004,Illegal Turn,Motorcycle,4
V04546,2025-09-13 17:49:39.681999,INT004,Illegal Parking,Motorcycle,1
V04547,2025-09-10 22:14:39.681999,INT002,Red Light,Truck,2
V04548,2025-09-23 18:14:39.681999,INT004,Red Light,,2
V04549,2025-09-27 21:20:39.681999,INT002,Illegal Parking,Motorcycle,3
V04550,2025-10-17 21:29:39.681999,"40.7128,-74.0060",Unknown,Car,3
V04551,2025-08-11 00:51:39.681999,"40.7128,-74.0060",Red Light,Motorcycle,1
V04552,2025-08-19 06:14:39.681999,INT005,Illegal Parking,Motorcycle,4
V04553,2025-09-29 07:37:39.681999,"51.5074,-0.1278",Red Light,Bus,2
V04554,2025-08-14 10:17:39.681999,INT001,Illegal Turn,Truck,4
V04555,2025-09-22 18:34:39.681999,INT003,Unknown,,2
V04556,2025-08-07 04:12:39.681999,"34.0522,-118.2437",Speeding,Motorcycle,2
V04557,2025-10-13 11:11:39.681999,INT002,Speeding,Bus,5
V04558,2025-08-28 16:29:39.681999,"48.8566,2.3522",Red Light,Bus,5
V04559,2025-09-08 19:10:39.681999,INT005,Speeding,Bus,5
V04560,2025-10-13 00:04:39.681999,INT001,Illegal Turn,Truck,4
V04561,malformed,"51.5074,-0.1278",Speeding,,2
V04562,2025-09-03 11:53:39.681999,INT003,Speeding,Bus,4
V04563,2025-10-21 16:54:39.681999,INT005,Illegal Parking,Motorcycle,5
V04564,2025-09-30 07:18:39.681999,INT001,Red Light,Car,4
V04565,2025-10-14 15:34:39.681999,"51.5074,-0.1278",Illegal Parking,Bus,2
V04566,2025-08-31 00:41:39.681999,"48.8566,2.3522",Speeding,Car,3
V04567,2025-08-20 11:26:39.681999,INT003,Illegal Turn,,3
V04568,2025-09-25 14:09:39.681999,INT001,Illegal Turn,,2
V04569,2025-09-29 11:30:39.681999,INT005,Unknown,Bus,3
V04570,2025-09-23 18:43:39.681999,INT004,Red Light,Car,2
V04571,2025-10-11 18:37:39.681999,INT005,Illegal Turn,,5
V04572,2025-08-09 09:25:39.681999,"51.5074,-0.1278",Illegal Parking,Car,3
V04573,2025-09-25 05:17:39.681999,INT002,Illegal Turn,Truck,1
V04574,2025-08-05 09:01:39.681999,INT002,Speeding,,3
V04575,2025-09-15 22:31:39.681999,INT005,Speeding,Bus,5
V04576,2025-09-01 10:45:39.681999,INT001,Speeding,Bus,2
V04577,2025-08-30 19:31:39.681999,INT003,Illegal Turn,Truck,3
V04578,2025-08-17 09:00:39.681999,INT005,Red Light,Motorcycle,3
V04579,2025-09-13 22:59:39.681999,"48.8566,2.3522",Red Light,Bus,2
V04580,2025-10-07 22:49:39.681999,INT005,Illegal Parking,Truck,4
V04581,2025-07-31 11:48:39.681999,INT002,Illegal Parking,,5
V04582,2025-08-21 06:18:39.681999,"51.5074,-0.1278",Speeding,,1
V04583,2025-09-29 11:21:39.681999,INT003,Unknown,Truck,5
V04584,malformed,"34.0522,-118.2437",Speeding,Motorcycle,3
V04585,2025-08-28 23:00:39.681999,INT002,Red Light,,3
V04586,2025-10-20 07:38:39.681999,INT005,Speeding,Bus,5
V04587,2025-08-13 02:19:39.681999,"48.8566,2.3522",Speeding,,1
V04588,2025-09-01 04:17:39.681999,"48.8566,2.3522",Illegal Parking,,1
V04589,2025-08-08 12:53:39.681999,"48.8566,2.3522",Unknown,Bus,1
V04590,2025-09-19 01:27:39.681999,INT002,Unknown,Motorcycle,2
V04591,2025-09-29 23:29:39.681999,INT001,Red Light,Truck,3
V04592,2025-09-14 04:19:39.681999,"34.0522,-118.2437",Illegal Parking,Car,5
V04593,2025-08-28 13:46:39.681999,"48.8566,2.3522",Illegal Parking,Motorcycle,3
V04594,2025-09-10 21:46:39.681999,"51.5074,-0.1278",Speeding,Truck,2
V04595,2025-08-31 06:23:39.681999,INT002,Illegal Turn,Bus,4
V04596,2025-09-17 23:52:39.681999,INT001,Illegal Parking,Truck,2
V04597,2025-09-30 03:28:39.681999,INT004,Speeding,Motorcycle,5
V04598,2025-09-20 14:13:39.681999,INT002,Illegal Turn,Bus,5
V04599,2025-08-12 16:34:39.681999,INT002,Red Light,,5
V04600,2025-10-04 18:49:39.681999,INT002,Red Light,Motorcycle,4
V04601,2025-10-25 18:05:39.681999,INT005,Speeding,Truck,2
V04602,2025-10-08 02:32:39.681999,INT003,Illegal Turn,Truck,2
V04603,2025-08-28 23:50:39.681999,INT002,Illegal Parking,Truck,2
V04604,2025-09-26 19:48:39.681999,"51.5074,-0.1278",Red Light,Car,2
V04605,2025-10-06 22:40:39.681999,"40.7128,-74.0060",Speeding,Motorcycle,2
V04606,2025-08-01 20:39:39.681999,INT002,Speeding,Motorcycle,3
V04607,2025-10-10 20:08:39.681999,INT001,Illegal Parking,Motorcycle,4
V04608,2025-09-26 09:06:39.681999,INT002,Unknown,Bus,4
V04609,2025-08-25 15:01:39.681999,"40.7128,-74.0060",Illegal Turn,,3
V04610,2025-10-01 13:42:39.681999,INT005,Illegal Turn,Truck,5
V04611,2025-08-21 17:40:39.681999,"40.7128,-74.0060",Illegal Turn,Car,4
V04612,2025-10-01 06:45:39.681999,INT001,Illegal Parking,,2
V04613,2025-09-16 04:59:39.681999,INT002,Speeding,Truck,1
V04614,2025-09-09 09:46:39.681999,INT004,Illegal Parking,Car,4
V04615,2025-09-19 21:44:39.681999,"34.0522,-118.2437",Illegal Parking,Truck,5
V04616,2025-08-13 16:43:39.681999,INT002,Speeding,Truck,4
V04617,2025-10-10 07:12:39.681999,"51.5074,-0.1278",Illegal Parking,,5
V04618,2025-08-21 15:20:39.681999,INT004,Unknown,Motorcycle,1
V04619,2025-07-30 04:52:39.681999,INT004,Speeding,Bus,5
V04620,2025-09-22 15:49:39.681999,"40.7128,-74.0060",Red Light,Truck,5
V04621,2025-09-10 14:08:39.681999,"40.7128,-74.0060",Speeding,Motorcycle,2
V04622,2025-08-12 23:52:39.681999,"34.0522,-118.2437",Unknown,Car,4
V04623,2025-08-17 07:47:39.681999,INT005,Illegal Parking,Motorcycle,4
V04624,2025-07-30 13:42:39.681999,INT005,Illegal Turn,Car,4
V04625,2025-10-03 11:19:39.681999,"48.8566,2.3522",Unknown,Motorcycle,2
V04626,2025-09-02 05:24:39.681999,"34.0522,-118.2437",Illegal Parking,Motorcycle,2
V04627,2025-08-27 01:02:39.681999,"40.7128,-74.0060",Illegal Parking,,4
V04628,malformed,"40.7128,-74.0060",Speeding,Bus,4
V04629,2025-10-04 11:31:39.681999,INT005,Illegal Turn,Truck,5
V04630,2025-09-29 12:37:39.681999,"40.7128,-74.0060",Unknown,Truck,1
V04631,2025-08-14 18:59:39.681999,INT003,Illegal Parking,Truck,4
V04632,2025-09-28 02:45:39.681999,"40.7128,-74.0060",Illegal Parking,Car,2
V04633,2025-08-06 05:14:39.681999,"48.8566,2.3522",Illegal Parking,Bus,5
V04634,2025-08-07 09:06:39.681999,INT002,Illegal Turn,,4
V04635,2025-09-18 13:58:39.681999,INT001,Unknown,,4
V04636,2025-08-15 08:55:39.681999,INT001,Red Light,,2
V04637,2025-10-10 11:14:39.681999,INT004,Unknown,,3
V04638,2025-10-13 13:59:39.681999,INT004,Illegal Turn,Car,4
V04639,2025-08-02 05:24:39.681999,INT005,Illegal Parking,,4
V04640,2025-09-01 17:35:39.681999,"51.5074,-0.1278",Unknown,Bus,3
V04641,2025-08-02 15:55:39.681999,INT003,Unknown,Truck,2
V04642,2025-10-26 08:54:39.681999,"40.7128,-74.0060",Illegal Parking,Car,3
V04643,2025-10-13 05:49:39.681999,INT004,Red Light,Car,3
V04644,2025-10-07 14:24:39.681999,INT004,Speeding,Motorcycle,1
V04645,malformed,INT004,Speeding,,3
V04646,malformed,INT005,Speeding,Truck,4
V04647,2025-08-02 15:05:39.681999,INT005,Unknown,Bus,2
V04648,2025-08-14 06:16:39.681999,"51.5074,-0.1278",Unknown,Motorcycle,4
V04649,2025-08-12 10:17:39.681999,"51.5074,-0.1278",Illegal Turn,Car,2
V04650,2025-08-12 08:00:39.681999,INT004,Red Light,Motorcycle,2
V04651,2025-10-21 03:38:39.681999,INT005,Red Light,Truck,2
V04652,2025-07-30 03:29:39.681999,INT002,Illegal Turn,,2
V04653,2025-10-09 08:30:39.681999,INT004,Illegal Turn,Bus,5
V04654,2025-08-05 13:54:39.681999,INT004,Unknown,Truck,3
V04655,2025-10-15 02:46:39.681999,"48.8566,2.3522",Speeding,Car,3
V04656,2025-09-17 18:44:39.681999,INT005,Illegal Turn,,2
V04657,2025-10-08 09:47:39.681999,INT002,Illegal Parking,Motorcycle,3
V04658,2025-10-26 22:01:39.681999,"51.5074,-0.1278",Illegal Turn,Bus,5
V04659,2025-10-04 01:11:39.681999,"48.8566,2.3522",Speeding,Truck,3
V04660,2025-09-02 09:53:39.681999,"48.8566,2.3522",Unknown,,5
V04661,2025-08-31 18:41:39.681999,INT005,Illegal Turn,Car,4
V04662,2025-09-12 12:47:39.681999,"40.7128,-74.0060",Red Light,,2
V04663,2025-09-27 17:06:39.681999,"40.7128,-74.0060",Illegal Parking,Motorcycle,4
V04664,2025-08-03 23:36:39.681999,"40.7128,-74.0060",Speeding,Motorcycle,5
V04665,2025-10-16 23:16:39.681999,INT002,Speeding,Truck,2
V04666,2025-10-26 12:36:39.681999,INT005,Illegal Parking,Motorcycle,5
V04667,2025-09-17 06:17:39.681999,INT004,Illegal Parking,Car,4
V04668,2025-10-19 22:02:39.681999,"51.5074,-0.1278",Illegal Parking,,3
V04669,2025-09-10 06:29:39.681999,"40.7128,-74.0060",Unknown,Motorcycle,2
V04670,2025-07-31 14:39:39.681999,INT004,Unknown,Truck,4
V04671,2025-09-15 14:12:39.681999,INT001,Unknown,Motorcycle,2
V04672,2025-09-26 04:02:39.681999,INT005,Illegal Turn,Bus,3
V04673,2025-08-30 00:01:39.681999,"40.7128,-74.0060",Unknown,Bus,3
V04674,2025-10-26 05:19:39.681999,INT004,Illegal Turn,Car,1
V04675,2025-08-21 04:26:39.681999,INT003,Illegal Parking,Car,2
V04676,2025-08-20 00:19:39.681999,INT003,Illegal Turn,,5
V04677,2025-10-16 13:17:39.681999,"34.0522,-118.2437",Speeding,Bus,4
V04678,2025-08-06 03:08:39.681999,"48.8566,2.3522",Red Light,,2
V04679,2025-09-05 16:36:39.681999,INT004,Speeding,Car,5
V04680,2025-08-09 02:27:39.681999,"48.8566,2.3522",Unknown,Motorcycle,3
V04681,2025-08-05 14:26:39.681999,INT003,Speeding,Car,5
V04682,2025-10-08 05:10:39.681999,INT001,Illegal Turn,Truck,2
V04683,2025-10-24 06:39:39.681999,INT002,Illegal Turn,Truck,1
V04684,2025-08-26 18:25:39.681999,INT002,Illegal Turn,Bus,3
V04685,2025-10-19 09:32:39.681999,INT002,Speeding,Bus,1
V04686,2025-08-11 13:59:39.681999,INT003,Speeding,,5
V04687,2025-07-31 19:53:39.681999,INT003,Red Light,Bus,2
V04688,2025-10-14 02:13:39.681999,INT004,Speeding,Truck,3
V04689,2025-08-07 06:56:39.681999,INT004,Illegal Turn,,1
V04690,2025-09-04 02:43:39.681999,INT003,Illegal Parking,Motorcycle,4
V04691,2025-07-31 05:15:39.681999,"40.7128,-74.0060",Red Light,Motorcycle,1
V04692,2025-08-19 06:53:39.681999,"48.8566,2.3522",Illegal Turn,Motorcycle,1
V04693,2025-10-15 15:09:39.681999,"40.7128,-74.0060",Red Light,,4
V04694,2025-08-31 09:05:39.681999,INT002,Speeding,,2
V04695,2025-09-27 21:06:39.681999,"34.0522,-118.2437",Illegal Parking,,3
V04696,2025-10-14 18:52:39.681999,"51.5074,-0.1278",Illegal Turn,Truck,4
V04697,2025-09-13 03:20:39.681999,INT003,Illegal Turn,Car,3
V04698,2025-10-12 18:28:39.681999,"48.8566,2.3522",Illegal Turn,Bus,2
V04699,2025-09-27 07:03:39.681999,INT004,Unknown,Motorcycle,5
V04700,2025-10-11 06:22:39.681999,"48.8566,2.3522",Red Light,Truck,2
V04701,malformed,"40.7128,-74.0060",Red Light,,4
V04702,2025-09-23 08:14:39.681999,INT003,Illegal Parking,Motorcycle,5
V04703,2025-10-10 07:18:39.681999,INT005,Illegal Turn,Truck,2
V04704,malformed,"34.0522,-118.2437",Illegal Parking,,1
V04705,2025-09-28 16:10:39.681999,INT005,Red Light,Car,3
V04706,2025-10-09 18:25:39.681999,INT004,Illegal Parking,Bus,5
V04707,2025-10-05 08:22:39.681999,INT005,Illegal Turn,Motorcycle,5
V04708,2025-10-11 14:44:39.681999,"48.8566,2.3522",Illegal Turn,Bus,4
V04709,2025-10-13 23:57:39.681999,INT002,Unknown,,3
V04710,2025-10-26 17:33:39.681999,INT003,Speeding,Truck,3
V04711,2025-09-17 08:46:39.681999,INT004,Speeding,,3
V04712,2025-10-15 17:31:39.681999,INT002,Unknown,Truck,4
V04713,2025-10-25 00:08:39.681999,INT004,Red Light,Bus,2
V04714,2025-10-26 12:43:39.681999,INT004,Speeding,Bus,2
V04715,2025-10-05 08:21:39.681999,"34.0522,-118.2437",Unknown,Bus,4
V04716,2025-08-25 04:02:39.681999,"34.0522,-118.2437",Red Light,Motorcycle,3
V04717,2025-08-12 15:01:39.681999,"40.7128,-74.0060",Red Light,Motorcycle,5
V04718,2025-09-28 05:40:39.681999,INT002,Illegal Parking,Car,3
V04719,2025-08-11 13:03:39.681999,"51.5074,-0.1278",Unknown,,4
V04720,2025-09-29 16:19:39.681999,INT003,Unknown,Car,2
V04721,2025-08-03 00:03:39.681999,"34.0522,-118.2437",Illegal Parking,Bus,1
V04722,2025-08-28 19:44:39.681999,INT005,Red Light,,3
V04723,2025-08-11 13:34:39.681999,"48.8566,2.3522",Unknown,Bus,5
V04724,2025-07-29 02:24:39.681999,INT003,Speeding,Motorcycle,4
V04725,2025-10-16 07:56:39.681999,INT003,Unknown,Car,5
V04726,2025-08-30 02:46:39.681999,"34.0522,-118.2437",Speeding,Motorcycle,3
V04727,2025-10-02 06:00:39.681999,"48.8566,2.3522",Unknown,Car,5
V04728,2025-10-20 11:10:39.681999,"51.5074,-0.1278",Red Light,Bus,4
V04729,2025-10-04 17:05:39.681999,"48.8566,2.3522",Illegal Parking,,1
V04730,2025-08-20 22:06:39.681999,INT005,Unknown,Bus,3
V04731,2025-09-23 23:51:39.681999,INT003,Illegal Parking,Truck,3
V04732,2025-08-25 05:17:39.681999,INT003,Unknown,Car,4
V04733,2025-10-23 00:22:39.681999,INT005,Unknown,Truck,1
V04734,2025-08-30 01:46:39.681999,"51.5074,-0.1278",Unknown,Truck,2
V04735,2025-10-12 20:14:39.681999,"40.7128,-74.0060",Illegal Parking,Bus,5
V04736,2025-08-19 19:51:39.681999,INT005,Speeding,Motorcycle,3
V04737,2025-09-10 11:23:39.681999,"48.8566,2.3522",Illegal Turn,Truck,2
V04738,2025-08-26 10:16:39.681999,INT004,Illegal Turn,Car,2
V04739,2025-09-26 07:35:39.681999,INT004,Illegal Turn,Bus,3
V04740,malformed,INT003,Red Light,Car,3
V04741,2025-09-11 17:56:39.681999,INT004,Illegal Parking,,5
V04742,2025-09-13 23:20:39.681999,"40.7128,-74.0060",Illegal Turn,Bus,3
V04743,2025-10-13 00:45:39.681999,"51.5074,-0.1278",Unknown,Car,2
V04744,2025-10-17 01:50:39.681999,INT002,Unknown,Motorcycle,3
V04745,2025-08-10 21:55:39.681999,INT001,Speeding,Motorcycle,5
V04746,2025-10-04 05:33:39.681999,INT003,Red Light,Truck,4
V04747,2025-10-01 04:58:39.681999,"40.7128,-74.0060",Illegal Parking,Car,3
V04748,2025-09-14 21:54:39.681999,INT004,Illegal Parking,Car,5
V04749,2025-08-09 00:36:39.681999,INT004,Speeding,,1
V04750,2025-10-02 06:05:39.681999,"48.8566,2.3522",Illegal Parking,Motorcycle,1
V04751,2025-09-14 01:25:39.681999,INT002,Illegal Parking,Motorcycle,2
V04752,2025-10-14 15:50:39.681999,INT005,Unknown,,3
V04753,2025-09-10 05:55:39.681999,"51.5074,-0.1278",Illegal Turn,Motorcycle,3
V04754,2025-09-10 09:33:39.681999,INT005,Illegal Parking,Car,3
V04755,2025-08-24 10:48:39.681999,"48.8566,2.3522",Unknown,,2
V04756,2025-10-13 01:22:39.681999,INT004,Speeding,Motorcycle,3
V04757,2025-10-08 07:48:39.681999,INT003,Illegal Turn,Truck,4
V04758,malformed,INT004,Red Light,Car,4
V04759,2025-10-17 23:43:39.681999,"34.0522,-118.2437",Speeding,Motorcycle,5
V04760,2025-07-29 03:55:39.681999,"48.8566,2.3522",Speeding,Motorcycle,4
V04761,2025-09-05 01:21:39.681999,INT005,Illegal Parking,Truck,3
V04762,2025-10-04 03:56:39.681999,"48.8566,2.3522",Illegal Turn,Bus,2
V04763,2025-10-07 07:55:39.681999,INT003,Unknown,Car,4
V04764,2025-09-29 01:38:39.681999,"34.0522,-118.2437",Speeding,Bus,3
V04765,2025-09-08 06:43:39.681999,"34.0522,-118.2437",Unknown,Motorcycle,5
V04766,2025-09-21 16:18:39.681999,"48.8566,2.3522",Illegal Parking,Car,1
V04767,2025-10-02 04:04:39.681999,"34.0522,-118.2437",Illegal Turn,Car,1
V04768,2025-10-22 02:26:39.681999,"40.7128,-74.0060",Red Light,Car,4
V04769,2025-10-23 12:29:39.681999,INT001,Red Light,Truck,5
V04770,2025-09-20 10:37:39.681999,"34.0522,-118.2437",Red Light,,2
V04771,malformed,INT002,Illegal Parking,Motorcycle,5
V04772,2025-07-31 10:38:39.681999,"51.5074,-0.1278",Illegal Turn,,1
V04773,2025-08-05 14:29:39.681999,"51.5074,-0.1278",Red Light,Motorcycle,2
V04774,2025-09-24 14:35:39.681999,INT002,Illegal Turn,Bus,2
V04775,2025-10-01 17:15:39.681999,INT004,Unknown,Bus,5
V04776,2025-09-14 11:12:39.681999,INT004,Unknown,,5
V04777,2025-08-07 08:12:39.681999,INT005,Illegal Parking,Car,3
V04778,2025-09-12 11:08:39.681999,INT002,Illegal Turn,Car,1
V04779,2025-08-04 18:06:39.681999,INT004,Illegal Turn,Car,2
V04780,2025-08-13 23:57:39.681999,"40.7128,-74.0060",Illegal Turn,Bus,3
V04781,2025-08-15 20:49:39.681999,INT002,Unknown,Bus,3
V04782,2025-10-04 15:40:39.681999,"34.0522,-118.2437",Speeding,Car,1
V04783,2025-08-29 23:06:39.681999,"51.5074,-0.1278",Illegal Parking,Motorcycle,2
V04784,2025-10-12 04:42:39.681999,INT005,Speeding,Motorcycle,2
V04785,2025-08-05 03:45:39.681999,"51.5074,-0.1278",Unknown,Truck,1
V04786,2025-09-06 14:58:39.681999,INT002,Unknown,,4
V04787,2025-08-17 02:29:39.681999,"40.7128,-74.0060",Red Light,Bus,5
V04788,2025-08-17 08:30:39.681999,INT002,Illegal Parking,Motorcycle,3
V04789,2025-10-06 22:53:39.681999,"34.0522,-118.2437",Illegal Turn,Truck,3
V04790,2025-08-18 16:34:39.681999,INT001,Unknown,Truck,5
V04791,malformed,INT005,Illegal Turn,Car,5
V04792,2025-08-11 15:52:39.681999,"51.5074,-0.1278",Illegal Parking,Motorcycle,1
V04793,2025-08-01 14:54:39.681999,INT002,Speeding,,5
V04794,2025-08-03 22:24:39.681999,"51.5074,-0.1278",Illegal Parking,Car,4
V04795,malformed,"48.8566,2.3522",Red Light,Motorcycle,4
V04796,2025-10-23 15:06:39.681999,INT002,Illegal Parking,Truck,4
V04797,2025-09-28 20:24:39.681999,INT004,Illegal Turn,Car,5
V04798,2025-08-22 19:20:39.681999,"40.7128,-74.0060",Illegal Parking,Truck,4
V04799,2025-08-27 15:24:39.681999,INT002,Illegal Turn,,5
V04800,2025-08-17 05:04:39.681999,"48.8566,2.3522",Red Light,Bus,5
V04801,2025-09-18 21:52:39.681999,INT005,Unknown,Car,1
V04802,2025-08-21 02:38:39.681999,"34.0522,-118.2437",Unknown,Motorcycle,4
V04803,2025-08-04 09:38:39.681999,INT005,Speeding,Bus,5
V04804,malformed,"40.7128,-74.0060",Illegal Turn,Bus,5
V04805,2025-07-31 05:43:39.681999,INT005,Unknown,Truck,4
V04806,2025-08-13 21:39:39.684003,"51.5074,-0.1278",Illegal Turn,Bus,3
V04807,2025-10-23 15:50:39.684003,INT001,Speeding,Bus,5
V04808,2025-10-27 01:31:39.684003,INT001,Illegal Turn,Motorcycle,2
V04809,2025-10-06 17:12:39.684003,INT003,Red Light,Bus,3
V04810,2025-08-01 16:00:39.684003,INT003,Illegal Parking,Truck,3
